model,price,transmission,miles_per_gallaon,fuel,year,cubic_capacity,milage,color,type,age,car_brand,car_model
1.5 A 180 D SPORT 5d 107 BHP Hatchback,9990,Manual,72.4,Diesel,2016,1461.0,99019,BLUE,Hatchback,8,Mercedes-Benz, A Class
2.1 E250 CDI AMG Sport G-Tronic+ Euro 5 (s/s) 5dr Estate,9990,Automatic,51.4,Diesel,2014,2143.0,100000,Black,Estate,10,Mercedes-Benz, E Class
1.6 CLA180 AMG Sport Coupe Euro 6 (s/s) 4dr Saloon,9990,Manual,50.4,Petrol,2013,1595.0,103950,Grey,Saloon,11,Mercedes-Benz, CLA Class
1.8 E200 BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 2dr Coupe,9990,Automatic,42.2,Petrol,2013,1796.0,69000,Black,Coupe,11,Mercedes-Benz, E Class
2.1 C250 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 2dr Coupe,9990,Automatic,53.3,Diesel,2015,2143.0,75123,White,Coupe,9,Mercedes-Benz, C Class
2.1 E220 BlueTEC SE G-Tronic+ Euro 6 (s/s) 4dr Saloon,9990,Automatic,64.2,Diesel,2015,2143.0,86000,Blue,Saloon,9,Mercedes-Benz, E Class
DIESEL COUPE Saloon,9990,Automatic,62.8,Diesel,2013,2143.0,93219,White,Saloon,11,Mercedes-Benz, CLA Class
2.1 E250 CDI AMG LINE 2d 201 BHP Coupe,9990,Automatic,57.7,Diesel,2015,2143.0,96000,WHITE,Coupe,9,Mercedes-Benz, E Class
1.8 SLK,9990,Automatic,43.5,Petrol,2011,1796.0,56000,Black,Convertible,13,Mercedes-Benz, SLK
1.5 A180 CDI AMG Sport Euro 6 (s/s) 5dr Hatchback,9990,Manual,70.6,Diesel,2015,1461.0,95187,Black,Hatchback,9,Mercedes-Benz, A Class
SLK,9994,Automatic,56.5,Petrol,2014,2143.0,53444,Blue,Roadster,10,Mercedes-Benz, SLK
E200K Avantgarde 5dr Tip Auto Estate,9995,Automatic,28.0,Petrol,2002,1998.0,20000,Silver,Estate,22,Mercedes-Benz, E Class
B180 BLUEEFFICIENCY SE AUTOMATIC MPV,9995,Automatic,47.9,Petrol,2012,1595.0,26700,Black,MPV,12,Mercedes-Benz, B Class
280  Convertible,9995,Manual,28.5,Petrol,2006,2996.0,34000,Silver,Convertible,18,Mercedes-Benz, SLK
MPV,9995,Automatic,60.1,Diesel,2013,1796.0,35000,Blue,MPV,11,Mercedes-Benz, B Class
SLK,9995,Automatic,32.1,Petrol,2008,1796.0,35438,Silver,Convertible,16,Mercedes-Benz, SLK
1.8 (184BHP) AMG Sport Convertible Convertible,9995,Automatic,43.5,Petrol,2012,1796.0,37895,Black,Convertible,12,Mercedes-Benz, SLK
1.6 A180 BLUEEFFICIENCY SE 5d 122 BHP Hatchback,9995,Manual,51.4,Petrol,2014,1595.0,40000,BLACK,Hatchback,10,Mercedes-Benz, A Class
CDI BLUEEFFICIENCY ELEGANCE Saloon,9995,Automatic,51.4,Diesel,2011,2200.0,41000,Midnight Blue Metallic,Saloon,13,Mercedes-Benz, C Class
AVANTGARDE SE AUTOMATIC Hatchback,9995,Automatic,41.5,Petrol,2012,1500.0,42000,Indium Grey Metallic,Hatchback,12,Mercedes-Benz, A Class
Saloon,9995,Automatic,56.5,Diesel,2012,2143.0,46264,Silver,Saloon,12,Mercedes-Benz, C Class
3.0 CLK,9995,Automatic,36.7,Diesel,2006,3000.0,47470,Black,Coupe,18,Mercedes-Benz, CLK
SLK,9995,Automatic,56.5,Diesel,2015,2143.0,49000,White,Convertible,9,Mercedes-Benz, SLK
1.5 A180 CDI AMG Sport Euro 5 (s/s) 5dr Hatchback,9995,Manual,70.6,Diesel,2013,1461.0,49165,Silver,Hatchback,11,Mercedes-Benz, A Class
Convertible,9995,Manual,48.7,Diesel,2010,2143.0,52000,Grey,Convertible,14,Mercedes-Benz, E Class
C220 CDI AMG Sport Edition 2dr Auto [Premium Plus] Coupe,9995,Automatic,53.3,Diesel,2015,2143.0,52000,Black,Coupe,9,Mercedes-Benz, C Class
2.1L C220 CDI AMG SPORT EDITION PREMIUM PLUS 2d AUTO 168 BHP Coupe,9995,Automatic,53.3,Diesel,2014,2143.0,52500,RED,Coupe,10,Mercedes-Benz, C Class
3.0 ML300 CDI BLUEEFFICIENCY SPORT 5d 204 BHP Estate,9995,Automatic,32.5,Diesel,2011,2987.0,53000,SILVER,Estate,13,Mercedes-Benz, M Class
A180 BlueEfficiency Sport CDi Hatchback,9995,Manual,72.4,Diesel,2015,1461.0,53826,Blue,Hatchback,9,Mercedes-Benz, A Class
1.5 A180 CDI BLUEEFFICIENCY SPORT 5d 109 BHP Hatchback,9995,Manual,72.4,Diesel,2015,1461.0,55723,RED,Hatchback,9,Mercedes-Benz, A Class
1.6 C180 BLUEEFFICIENCY EXECUTIVE SE 4d 154 BHP Saloon,9995,Automatic,47.9,Petrol,2013,1595.0,57344,WHITE,Saloon,11,Mercedes-Benz, C Class
2.1 C220 CDI BLUEEFFICIENCY AMG SPORT PLUS 4d 168 BHP Saloon,9995,Automatic,54.3,Diesel,2013,2100.0,58200,White,Saloon,11,Mercedes-Benz, C Class
3.0 E350 CDI BLUEEFFICIENCY SPORT 2d 231 BHP convertible  Convertible,9995,Automatic,39.2,Diesel,2011,2987.0,59000,WHITE,Convertible,13,Mercedes-Benz, E Class
2.1 A200 CDI SPORT 5d 136 BHP Hatchback,9995,Manual,64.2,Diesel,2014,2143.0,59000,GREY,Hatchback,10,Mercedes-Benz, A Class
3.7 2dr Convertible,9995,Automatic,24.1,Petrol,2003,3724.0,61985,Silver,Convertible,21,Mercedes-Benz, SL Class
1.5 A180 CDI AMG Sport 7G-DCT Euro 5 (s/s) 5dr Hatchback,9995,Automatic,65.7,Diesel,2014,1461.0,59160,Blue,Hatchback,10,Mercedes-Benz, A Class
2.1 SLK,9995,Automatic,56.5,Diesel,2014,2143.0,61000,BLUE,Convertible,10,Mercedes-Benz, SLK
1.5 A180 CDI BLUEEFFICIENCY SE 5d 109 BHP Hatchback,9995,Manual,74.3,Diesel,2015,1461.0,63000,Black,Hatchback,9,Mercedes-Benz, A Class
3.5 SL350 AUTOMATIC CONVERTIBLE V6 2d 272 BHP Convertible,9995,Automatic,27.4,Petrol,2006,3500.0,64231,Blue,Convertible,18,Mercedes-Benz, SLS
3.5 SL350 AUTOMATIC CONVERTIBLE V6 2d 272 BHP Convertible,9995,Automatic,27.4,Petrol,2006,3500.0,64231,Blue,Convertible,18,Mercedes-Benz, SLS
2.1 C250 CDI BLUEEFFICIENCY AMG SPORT 4DR Automatic Saloon,9995,Automatic,56.5,Diesel,2013,2143.0,65000,Silver,Saloon,11,Mercedes-Benz, C Class
2.1 A200 CDI AMG SPORT 5d 136 BHP Hatchback,9995,Manual,62.8,Diesel,2014,2100.0,66350,Blue,Hatchback,10,Mercedes-Benz, A Class
1.8 SLK,9995,Automatic,43.5,Petrol,2011,1796.0,67000,Red,Convertible,13,Mercedes-Benz, SLK
SL 500 AUTO Convertible,9995,Automatic,22.2,Petrol,2002,4966.0,68000,Black,Convertible,22,Mercedes-Benz, SL Class
2.1 E220 CDI BLUEEFFICIENCY SPORT 2d 170 BHP Convertible,9995,Automatic,53.3,Diesel,2013,2143.0,69000,WHITE,Convertible,11,Mercedes-Benz, E Class
2.1 SLK,9995,Automatic,56.5,Diesel,2013,2143.0,69000,Grey,Convertible,11,Mercedes-Benz, SLK
SLK,9995,Automatic,43.5,Petrol,2011,1800.0,70000,Grey,Convertible,13,Mercedes-Benz, SLK
C250 CDI AMG Sport Edition 2dr Auto Coupe,9995,Automatic,53.3,Diesel,2015,2143.0,71300,Silver,Coupe,9,Mercedes-Benz, C Class
1.5 B180 CDI SE 5d ULEZ COMPLIANT,9995,Automatic,70.6,Diesel,2015,1461.0,71307,BLUE,MPV,9,Mercedes-Benz, B Class
A180 [1.5] CDI Sport 5dr Auto Hatchback,9995,Automatic,68.9,Diesel,2014,1461.0,72000,Grey,Hatchback,10,Mercedes-Benz, A Class
2.1 C220 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 2dr Coupe,9995,Automatic,53.3,Diesel,2015,2143.0,72480,White,Coupe,9,Mercedes-Benz, C Class
2.1 A200 CDI AMG Sport Hatchback,9995,Manual,62.8,Diesel,2015,2143.0,78401,Black,Hatchback,9,Mercedes-Benz, A Class
C200 BlueTEC SE Executive 4dr Saloon,9995,Manual,72.4,Diesel,2015,1600.0,79044,Black,Saloon,9,Mercedes-Benz, C Class
5.0 Convertible 2dr Petrol Automatic (292 g/km,9995,Automatic,23.3,Petrol,2004,4966.0,79642,Brilliant Silver Metallic,Convertible,20,Mercedes-Benz, SL Class
E250 CGI 204 SPORT CONVERTIBLE NAV RED LTHR FMBSH 2KEYS XENONS VERY ATTRACTIVE CAR Convertible,9995,Automatic,34.4,Petrol,2011,1796.0,81896,White,Convertible,13,Mercedes-Benz, E Class
1.5 A180d SE Euro 6 (s/s) 5dr Hatchback,9995,Manual,80.7,Diesel,2016,1461.0,84000,Grey,Hatchback,8,Mercedes-Benz, A Class
1.5 A180 CDI BLUEEFFICIENCY SE 5d 109 BHP **DIESEL....6 SPEED.....£0 ROAD TAX.......74 Hatchback,9995,Manual,74.3,Diesel,2015,1461.0,84393,SILVER,Hatchback,9,Mercedes-Benz, A Class
Saloon,9995,Automatic,34.0,Diesel,2007,2987.0,85429,Silver,Saloon,17,Mercedes-Benz, S Class
C250 BlueTEC Sport Premium Plus 4dr Auto Saloon,9995,Automatic,64.2,Diesel,2015,2143.0,86426,Silver,Saloon,9,Mercedes-Benz, C Class
Estate,9995,Automatic,45.6,Diesel,2011,2987.0,87700,Red,Estate,13,Mercedes-Benz, C Class
1.5 A180 CDI BLUEEFFICIENCY AMG SPORT 5d 109 BHP Hatchback,9995,Manual,70.6,Diesel,2014,1461.0,89000,BLUE,Hatchback,10,Mercedes-Benz, A Class
2.1 C220 BlueTEC Sport Saloon,9995,Manual,68.9,Diesel,2014,2143.0,82670,Black,Saloon,10,Mercedes-Benz, C Class
1.8 E200 BlueEfficiency Sport Edition 125 Convertible,9995,Automatic,35.8,Petrol,2012,1796.0,82805,Silver,Convertible,12,Mercedes-Benz, E Class
DIESEL SALOON Saloon,9995,Automatic,41.5,Diesel,2012,3000.0,90000,Iridium Silver Metaic,Saloon,12,Mercedes-Benz, S Class
1.8 A200 CDI BLUEEFFICIENCY AMG SPORT 5d 136 BHP Hatchback,9995,Automatic,64.2,Diesel,2013,1796.0,90557,BLUE,Hatchback,11,Mercedes-Benz, A Class
1.5 A 180 D SE 5d 107 BHP Hatchback,9995,Manual,80.7,Diesel,2016,1461.0,91126,BLUE,Hatchback,8,Mercedes-Benz, A Class
C180 BlueEFFICIENCY SE 5dr Auto Estate,9995,Automatic,42.8,Petrol,2012,1796.0,91250,Silver,Estate,12,Mercedes-Benz, C Class
2.1 A200 CDI SPORT Hatchback,9995,Manual,64.2,Diesel,2015,2143.0,92100,Blue,Hatchback,9,Mercedes-Benz, A Class
Hatchback,9995,Automatic,68.9,Diesel,2014,2143.0,92741,Silver,Hatchback,10,Mercedes-Benz, A Class
DIESEL HATCHBACK Hatchback,9995,Manual,74.3,Diesel,2015,1461.0,92777,White,Hatchback,9,Mercedes-Benz, A Class
1.5 A180 CDI BLUEEFFICIENCY SE 5d 109 BHP Hatchback,9995,Manual,74.3,Diesel,2013,1461.0,94688,BLACK,Hatchback,11,Mercedes-Benz, A Class
1.8 E250 CGI BLUEEFFICIENCY S/S SPORT 2d 204 BHP Coupe,9995,Automatic,42.2,Petrol,2013,1800.0,95000,White,Coupe,11,Mercedes-Benz, E Class
3.0 E350 CDI BLUEEFFICIENCY SPORT 5d 265 BHP Estate,9995,Automatic,43.5,Diesel,2011,3000.0,96700,Black,Estate,13,Mercedes-Benz, E Class
DIESEL SALOON Saloon,9995,Automatic,57.6,Diesel,2012,2143.0,98000,Silver,Saloon,12,Mercedes-Benz, E Class
E220 CDI SE 5-Door Estate,9995,Automatic,52.3,Diesel,2014,2143.0,98271,Black,Estate,10,Mercedes-Benz, E Class
CL500 V8 AUTO COUPE Other,9995,Automatic,18.3,Petrol,1998,4973.0,102000,Silver,Other,26,Mercedes-Benz, CL Class
2.1 C220 BlueTEC AMG Line Saloon,9995,Manual,68.9,Diesel,2014,2143.0,103773,Silver,Saloon,10,Mercedes-Benz, C Class
ML500 SE 5dr Tip Auto Estate,9995,Automatic,21.1,Petrol,2006,4999.0,103920,Silver,Estate,18,Mercedes-Benz, M Class
ML350 CDi BlueEFFICIENCY [231] Sport 5dr Tip Auto Estate,9995,Automatic,32.5,Diesel,2011,2987.0,104704,Silver,Estate,13,Mercedes-Benz, M Class
2.1 E250 CDI AMG Line G-Tronic+ Euro 5 (s/s) 4dr Saloon,9995,Automatic,55.4,Diesel,2015,2143.0,105000,Black,Saloon,9,Mercedes-Benz, E Class
3.0 E350 BLUETEC AMG LINE 2d AUTOMATIC 255 BHP Coupe,9995,Automatic,54.3,Diesel,2014,2987.0,122152,PURPLE,Coupe,10,Mercedes-Benz, E Class
3.5 SL350 2d 315 BHP Convertible,9995,Automatic,29.1,Petrol,2009,3498.0,123659,BLACK,Convertible,15,Mercedes-Benz, SL Class
DIESEL SALOON Saloon,9995,Automatic,64.2,Diesel,2015,2143.0,129000,Black,Saloon,9,Mercedes-Benz, C Class
Convertible,9995,Automatic,30.6,Diesel,2012,2143.0,139738,Grey,Convertible,12,Mercedes-Benz, E Class
2.1 GLA220 CDI 4MATIC AMG LINE 5d 168 BHP Estate,9995,Automatic,55.4,Diesel,2014,2143.0,148904,WHITE,Estate,10,Mercedes-Benz, GLA Class
2.1 C250 BLUETEC AMG LINE 4d 204 BHP Saloon,9995,Automatic,64.2,Diesel,2014,2143.0,179000,SILVER,Saloon,10,Mercedes-Benz, C Class
1.8 SLK,9995,Manual,41.5,Petrol,2013,1796.0,34989,GREY,Convertible,11,Mercedes-Benz, SLK
DIESEL HATCHBACK Hatchback,9995,Manual,68.9,Diesel,2016,1461.0,120000,Grey,Hatchback,8,Mercedes-Benz, A Class
S350L 3.0 CDi Diesel BlueEFFICIENCY Auto From £9,9995,Automatic,36.7,Diesel,2010,2987.0,143000,Silver,Saloon,14,Mercedes-Benz, S Class
1.5 A180 CDI SPORT EDITION 5DR Manual Hatchback,9995,Manual,70.6,Diesel,2015,1461.0,66562,Grey,Hatchback,9,Mercedes-Benz, A Class
A Class,9998,Manual,78.5,Diesel,2014,0.0,71517,WHITE,Hatchback,10,Mercedes-Benz, A Class
1.5 B180 CDI BLUEEFFICIENCY SPORT 5d 107 BHP MPV,9999,Automatic,64.2,Diesel,2014,1500.0,25458,Silver,MPV,10,Mercedes-Benz, B Class
C220 CDI BLUEEFFICIENCY AMG SPORT ED125 2-Door Coupe,9999,Automatic,53.3,Diesel,2011,2143.0,45000,Red,Coupe,13,Mercedes-Benz, C Class
1.5 A180 CDI Sport Euro 5 (s/s) 5dr Hatchback,9999,Manual,72.4,Diesel,2014,1461.0,47850,Black,Hatchback,10,Mercedes-Benz, A Class
2.1 CLS250 CDI BlueEfficiency Coupe G-Tronic+ Euro 5 (s/s) 4dr Saloon,9999,Automatic,55.0,Diesel,2013,2143.0,49000,Silver,Saloon,11,Mercedes-Benz, CLS Class
3.0 CDI V6 BlueEfficiency Sport Coupe 2dr Diesel G-Tronic Euro 5 (265 ps) Coupe,9999,Automatic,47.1,Diesel,2012,2987.0,52500,Red,Coupe,12,Mercedes-Benz, E Class
2.1 C250 CDI AMG SPORT EDITION PREMIUM 2d 202 BHP Coupe,9999,Automatic,53.3,Diesel,2014,2100.0,58901,Silver,Coupe,10,Mercedes-Benz, C Class
CDI SE Coupe,9999,Automatic,58.9,Diesel,2014,2143.0,65000,BLACK,Coupe,10,Mercedes-Benz, E Class
C220 D SE Saloon,9999,Manual,70.6,Diesel,2015,2143.0,79001,Black,Saloon,9,Mercedes-Benz, C Class
2.1 C220 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 5dr Estate,9999,Automatic,56.5,Diesel,2014,2143.0,92000,Silver,Estate,10,Mercedes-Benz, C Class
Hatchback,9999,Manual,70.6,Diesel,2013,1461.0,95000,Blue,Hatchback,11,Mercedes-Benz, A Class
3.0 E350 CDI V6 BlueEfficiency Sport Estate,9999,Automatic,44.8,Diesel,2012,2987.0,113250,Silver,Estate,12,Mercedes-Benz, E Class
2.1 SLK,9999,Automatic,56.5,Diesel,2013,2143.0,63000,BLACK,Convertible,11,Mercedes-Benz, SLK
B180 [1.5] CDI SE 5dr Auto Hatchback,10000,Automatic,68.9,Diesel,2014,1461.0,35000,Black,Hatchback,10,Mercedes-Benz, B Class
Saloon,10000,Automatic,64.2,Diesel,2014,2143.0,41448,Black,Saloon,10,Mercedes-Benz, C Class
A180 BLUEEFFICIENCY SPORT Hatchback,10000,Manual,72.4,Diesel,2014,1461.0,50000,Blue,Hatchback,10,Mercedes-Benz, A Class
2.1 CLS250 CDI BlueEfficiency Coupe G-Tronic+ Euro 5 (s/s) 4dr Saloon,10000,Automatic,55.0,Diesel,2012,2143.0,50618,Silver,Saloon,12,Mercedes-Benz, CLS Class
2.1 C220 CDI BLUEEFFICIENCY AMG SPORT 5d 168 BHP Estate,10000,Automatic,54.3,Diesel,2012,2143.0,61000,BLUE,Estate,12,Mercedes-Benz, C Class
C250 CDI AMG Sport Edition 5dr Auto Estate,10000,Automatic,54.3,Diesel,2014,2143.0,63053,Silver,Estate,10,Mercedes-Benz, C Class
C220 CDI AMG Sport Edition 2dr Auto Coupe,10000,Automatic,53.3,Diesel,2015,2143.0,67558,Silver,Coupe,9,Mercedes-Benz, C Class
C350 CDI BlueEFFICIENCY Sport 4dr Auto Saloon,10000,Automatic,47.1,Diesel,2011,2987.0,70000,Silver,Saloon,13,Mercedes-Benz, C Class
2.1 SLK,10000,Automatic,56.5,Diesel,2014,2143.0,83000,Blue,Convertible,10,Mercedes-Benz, SLK
2.1 E220 CDI AMG SPORT 4d 168 BHP Saloon,10000,Automatic,58.9,Diesel,2014,2143.0,84453,WHITE,Saloon,10,Mercedes-Benz, E Class
3.2 SL320 2d 228 BHP Convertible,10000,Automatic,28.2,Petrol,1997,3199.0,88000,SILVER,Convertible,27,Mercedes-Benz, SL Class
1.5 A180d AMG Line (Premium) Euro 6 (s/s) 5dr Hatchback,10000,Manual,68.9,Diesel,2016,1461.0,88030,Red,Hatchback,8,Mercedes-Benz, A Class
3.0 CLS350 CDI BLUEEFFICIENCY AMG SPORT 5d 262 BHP Estate,10000,Automatic,47.1,Diesel,2013,2987.0,90000,SILVER,Estate,11,Mercedes-Benz, CLS Class
2.1 E250 CDI AMG SPORT 2d 204 BHP Coupe,10000,Automatic,57.7,Diesel,2014,2143.0,93000,WHITE,Coupe,10,Mercedes-Benz, E Class
E350 CGI BlueEFFICIENCY Avantgarde 4dr Tip Auto Saloon,10000,Automatic,32.8,Petrol,2010,3500.0,109885,Blue,Saloon,14,Mercedes-Benz, E Class
2.1 C250 CDI AMG Sport Edition Coupe,10000,Automatic,53.3,Diesel,2014,2143.0,70676,Black,Coupe,10,Mercedes-Benz, C Class
2.1 CLA200d AMG Line Coupe 7G-DCT Euro 6 (s/s) 4dr SVC HISTORY PARKING SENSORS Saloon,10000,Automatic,70.6,Diesel,2018,2143.0,139950,Silver,Saloon,6,Mercedes-Benz, CLA Class
2.1 C250 CDI BlueEfficiency AMG Sport Plus G-Tronic+ Euro 5 (s/s) 5dr Full service History Estate,10000,Automatic,53.3,Diesel,2012,2143.0,77236,Red,Estate,12,Mercedes-Benz, C Class
2.1 A200 CDI AMG Sport Hatchback 5dr Diesel Manual Euro 6 (s/s) Hatchback,10000,Manual,62.8,Diesel,2015,2143.0,71562,BLACK,Hatchback,9,Mercedes-Benz, A Class
A180 BlueEFFICIENCY SE 5dr Hatchback,10100,Manual,51.4,Petrol,2014,1600.0,60467,White,Hatchback,10,Mercedes-Benz, A Class
SALOON Saloon,10115,Automatic,44.8,Petrol,2013,1595.0,67657,Black,Saloon,11,Mercedes-Benz, C Class
1.6 A180 Sport Hatchback,10118,Manual,50.4,Petrol,2016,1595.0,105586,White,Hatchback,8,Mercedes-Benz, A Class
1.8 A200 CDI BLUEEFFICIENCY AMG SPORT 5d 136 BHP Hatchback,10150,Automatic,64.2,Diesel,2014,1796.0,90000,BLUE,Hatchback,10,Mercedes-Benz, A Class
A180 CDI BLUEEFFICIENCY AMG SPORT Hatchback,10195,Manual,70.6,Diesel,2013,1461.0,80000,Blue,Hatchback,11,Mercedes-Benz, A Class
1.6 C200 BlueTEC Sport G-Tronic+ Euro 6 (s/s) 4dr * Warranty & Breakdown * Saloon,10195,Automatic,65.7,Diesel,2015,1598.0,102000,Silver,Saloon,9,Mercedes-Benz, C Class
2.1 CLS250 CDI BLUEEFFICIENCY AMG SPORT 5d 202 BHP Estate,10199,Automatic,53.3,Diesel,2014,2143.0,111357,BLACK,Estate,10,Mercedes-Benz, CLS Class
1.8 SLK,10200,Automatic,43.5,Petrol,2011,1796.0,23570,Grey,Convertible,13,Mercedes-Benz, SLK
1.5 A180 CDI AMG Sport 7G-DCT Euro 6 (s/s) 5dr Hatchback,10200,Automatic,68.9,Diesel,2015,1461.0,107163,White,Hatchback,9,Mercedes-Benz, A Class
1.5 A180d AMG Line Euro 6 (s/s) 5dr Hatchback,10245,Manual,68.9,Diesel,2016,1460.0,84000,Black,Hatchback,8,Mercedes-Benz, A Class
2.1 E220 CDI SE 4d 168 BHP Saloon,10250,Automatic,58.9,Diesel,2013,2143.0,46182,GREY,Saloon,11,Mercedes-Benz, E Class
2.1 E250 CDI BLUEEFFICIENCY S/S SPORT 2d 204 BHP RED DAKOTA LEATHERS PAN ROOF Coupe,10250,Automatic,55.4,Diesel,2013,2143.0,63420,WHITE,Coupe,11,Mercedes-Benz, E Class
2.1 SLK,10250,Automatic,56.5,Diesel,2013,2143.0,72800,WHITE,Convertible,11,Mercedes-Benz, SLK
S350L CDi BlueEFFICIENCY 4dr Auto Saloon,10250,Automatic,36.7,Diesel,2010,2987.0,74500,Black,Saloon,14,Mercedes-Benz, S Class
2.1 E220 CDI AMG Sport G-Tronic+ Euro 5 (s/s) 5dr Estate,10250,Automatic,52.3,Diesel,2014,2143.0,97568,White,Estate,10,Mercedes-Benz, E Class
3.0 E350 BLUETEC AMG SPORT 2d 252 BHP Coupe,10250,Automatic,49.6,Diesel,2014,2987.0,115000,WHITE,Coupe,10,Mercedes-Benz, E Class
1.6 C200 BLUETEC SPORT 4d 136 BHP Saloon,10290,Manual,70.6,Diesel,2015,1598.0,95725,BLACK,Saloon,9,Mercedes-Benz, C Class
1.5 B180 CDI Sport 7G-DCT Euro 5 (s/s) 5dr * Warranty & Breakdown Cover * MPV,10295,Automatic,64.2,Diesel,2015,1461.0,40000,Blue,MPV,9,Mercedes-Benz, B Class
2.1 C250 CDI BLUEEFFICIENCY AMG SPORT 4d 202 BHP Saloon,10295,Automatic,56.5,Diesel,2012,2143.0,49554,BLACK,Saloon,12,Mercedes-Benz, C Class
3.0 ML300 CDI BLUEEFFICIENCY SPORT 5d AUTO 204 BHP Estate,10295,Automatic,32.5,Diesel,2011,3000.0,66000,Silver,Estate,13,Mercedes-Benz, M Class
1.8 A180 CDI BLUEEFFICIENCY AMG SPORT 5d 109 BHP Hatchback,10295,Automatic,64.2,Diesel,2013,1796.0,90190,WHITE,Hatchback,11,Mercedes-Benz, A Class
1.6 CLA180 AMG Sport Coupe Euro 6 (s/s) 4dr Saloon,10295,Manual,50.4,Petrol,2014,1600.0,99532,White,Saloon,10,Mercedes-Benz, CLA Class
2.1 E250 CDI AMG NIGHT EDITION 4d 201 BHP Saloon,10295,Automatic,55.4,Diesel,2015,2143.0,101150,GREY,Saloon,9,Mercedes-Benz, E Class
2.1 C220 CDI AMG SPORT EDITION PREMIUM PLUS 2d 168 BHP Coupe,10299,Automatic,53.3,Diesel,2014,2143.0,57300,RED,Coupe,10,Mercedes-Benz, C Class
A180d Sport Executive 5dr Hatchback,10299,Manual,72.4,Diesel,2015,1500.0,78000,Grey,Hatchback,9,Mercedes-Benz, A Class
2.1 C220d Sport Euro 6 (s/s) 5dr Estate,10300,Manual,65.7,Diesel,2015,2143.0,98000,Black,Estate,9,Mercedes-Benz, C Class
2.1 GLA200 CDI AMG Line Euro 6 (s/s) 5dr SUV,10350,Manual,62.8,Diesel,2014,2143.0,82663,White,SUV,10,Mercedes-Benz, GLA Class
DIESEL HATCHBACK Hatchback,10350,Manual,80.7,Diesel,2016,1461.0,83471,Cosmos Black Metallic,Hatchback,8,Mercedes-Benz, A Class
5.5 CL500 2dr ULEZ COMPLIANT Coupe,10395,Automatic,23.0,Petrol,2010,5461.0,93000,Black,Coupe,14,Mercedes-Benz, CL Class
1.8 SLK,10425,Automatic,43.5,Petrol,2012,1796.0,54000,Grey,Convertible,12,Mercedes-Benz, SLK
SLK,10450,Automatic,56.5,Diesel,2013,2143.0,72000,White,Convertible,11,Mercedes-Benz, SLK
DIESEL HATCHBACK Hatchback,10450,Automatic,68.9,Diesel,2015,1461.0,79000,Blue,Hatchback,9,Mercedes-Benz, A Class
1.5 A 180 D SE 5d 107 BHP Hatchback,10450,Manual,80.7,Diesel,2018,1461.0,85000,WHITE,Hatchback,6,Mercedes-Benz, A Class
C350 CDI BLUEEFFICIENCY SPORT PLUS Estate,10450,Automatic,45.6,Diesel,2012,2987.0,87000,White,Estate,12,Mercedes-Benz, AMG
DIESEL HATCHBACK Hatchback,10450,Automatic,65.7,Diesel,2014,1461.0,99000,Black,Hatchback,10,Mercedes-Benz, A Class
1.5 A180 CDI BLUEEFFICIENCY AMG SPORT 5d 109 BHP Hatchback,10450,Manual,70.6,Diesel,2015,1461.0,76681,Black,Hatchback,9,Mercedes-Benz, A Class
2.1 C250 BLUETEC AMG LINE 4DR 204 BHP Saloon,10470,Automatic,64.2,Diesel,2014,2100.0,108866,Black,Saloon,10,Mercedes-Benz, C Class
2.1 GLA200 CDI AMG LINE 5d 136 BHP Estate,10480,Manual,62.8,Diesel,2015,2143.0,89031,RED,Estate,9,Mercedes-Benz, GLA Class
MPV,10485,Manual,68.9,Diesel,2016,1461.0,70000,Black,MPV,8,Mercedes-Benz, B Class
3.5 SL350 2d 272 BHP Convertible,10489,Automatic,27.4,Petrol,2007,3498.0,64000,SILVER,Convertible,17,Mercedes-Benz, SL Class
2.1 E220 CDI BLUEEFFICIENCY SPORT 2DR Automatic Convertible,10489,Automatic,53.3,Diesel,2013,2143.0,45530,ALUMINIUM SILVER METALLIC,Convertible,11,Mercedes-Benz, E Class
1.8 SLK,10490,Manual,41.5,Petrol,2013,1796.0,34000,Black,Convertible,11,Mercedes-Benz, SLK
1.5 A180 CDI BLUEEFFICIENCY SPORT 5d 109 BHP Hatchback,10490,Manual,72.4,Diesel,2013,1500.0,51115,Black,Hatchback,11,Mercedes-Benz, A Class
1.8 SLK,10490,Automatic,43.5,Petrol,2012,1800.0,54510,White,Convertible,12,Mercedes-Benz, SLK
1.5 A180 CDI Sport 7G-DCT Euro 5 (s/s) 5dr Hatchback,10490,Automatic,68.9,Diesel,2014,1461.0,58000,Silver,Hatchback,10,Mercedes-Benz, A Class
C250 CDI BlueEFFICIENCY AMG Sport 5dr Auto Estate,10490,Automatic,54.3,Diesel,2013,2143.0,64000,White,Estate,11,Mercedes-Benz, C Class
E220 CDI SE 4dr 7G-Tronic Saloon,10490,Automatic,58.9,Diesel,2013,2143.0,68000,Black,Saloon,11,Mercedes-Benz, E Class
2.1 E300 BLUETEC HYBRID SE 4d 202 BHP Saloon,10490,Automatic,68.9,Other,2013,2143.0,69583,BLACK,Saloon,11,Mercedes-Benz, E Class
